TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Klf6	Ryr2	-0.2091	46.43	-4.3E-01	rgb(123,160,233)	1.9102	2,2
Lyl1	Tmem71	0.2091	46.43	0.431	rgb(222,135,136)	1.9102	2,2
Phf20	Lair1	0.2091	46.43	0.435	rgb(222,134,135)	1.9102	2,2
Phf20	Tmem220	0.2091	46.43	0.434	rgb(222,134,135)	1.9102	2,2
Satb1	Msrb3	-0.2091	46.43	-4.3E-01	rgb(124,160,233)	1.9102	2,2
Tal2	Dhrs4	0.2091	46.43	0.429	rgb(222,135,136)	1.9102	2,2
Zfp575	Fxyd7	0.2091	46.43	0.427	rgb(222,136,136)	1.9102	2,2
Zfp719	Olfm1	-0.2091	46.43	-4.3E-01	rgb(123,160,234)	1.9102	2,2
Zfp956	P4hb	-0.2091	46.43	-4.3E-01	rgb(123,160,233)	1.9102	2,2
Sp6	Yy2	0.2091	46.43	0.143	rgb(219,190,190)	1.9102	2,2
Ahr	Zswim4	-0.2076	46.42	-4.2E-01	rgb(126,162,233)	1.91	2,2
Bbx	Krt17	-0.2076	46.42	-4.2E-01	rgb(126,162,233)	1.91	2,2
Bcl6	Vav1	0.2076	46.42	0.417	rgb(222,137,138)	1.91	None
Cux1	Cmtm7	0.2076	46.42	0.419	rgb(222,137,138)	1.91	2,2
Foxf2	Tmem154	0.2076	46.42	0.425	rgb(222,136,137)	1.91	None
Gabpa	Exo1	0.2076	46.42	0.42	rgb(222,137,138)	1.91	None
Glis1	Cd274	-0.2076	46.42	-4.2E-01	rgb(127,162,233)	1.91	2,2
Hif1a	Slc38a3	0.2076	46.42	0.422	rgb(222,136,137)	1.91	2,2
Hlf	Apobec2	-0.2076	46.42	-4.2E-01	rgb(126,162,233)	1.91	2,2
Hoxd4	5830416P10Rik	0.2076	46.42	0.419	rgb(222,137,138)	1.91	2,2
Irf4	Ipcef1	0.2076	46.42	0.421	rgb(222,137,137)	1.91	None
Jun	Cdh23	0.2076	46.42	0.42	rgb(222,137,138)	1.91	None
Klf12	Acin1	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	None
Klf8	Arhgef17	0.2076	46.42	0.425	rgb(222,136,137)	1.91	None
Plag1	Anxa3	0.2076	46.42	0.423	rgb(222,136,137)	1.91	None
Pou6f1	Kctd12	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	2,2
Prdm1	Dlg3	0.2076	46.42	0.421	rgb(222,137,137)	1.91	None
Rarg	Arhgap12	0.2076	46.42	0.415	rgb(222,138,139)	1.91	2,2
Smad4	Lingo1	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	2,2
Sox13	Grn	-0.2076	46.42	-4.2E-01	rgb(127,162,233)	1.91	2,2
Spib	Rasgef1a	0.2076	46.42	0.42	rgb(222,137,138)	1.91	2,2
Stat1	Ube2v1	0.2076	46.42	0.419	rgb(222,137,138)	1.91	None
Tcf12	Abcg2	0.2076	46.42	0.421	rgb(222,136,137)	1.91	None
Vax2	Tmc6	0.2076	46.42	0.421	rgb(222,136,137)	1.91	None
Zfhx3	Spred3	-0.2076	46.42	-4.2E-01	rgb(127,162,233)	1.91	2,2
Zfp148	D830031N03Rik	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	None
Foxp1	4833439L19Rik	-0.2076	46.42	-4.2E-01	rgb(126,162,233)	1.91	2,2
Ncoa2	Avpi1	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	2,2
Zeb2	Loxl2	0.2076	46.42	0.418	rgb(222,137,138)	1.91	2,2
Zeb2	Myo18a	-0.2076	46.42	-4.2E-01	rgb(126,162,233)	1.91	2,2
Zfp120	Dram2	0.2076	46.42	0.417	rgb(222,137,138)	1.91	2,2
Zfp280b	Ptger4	0.2076	46.42	0.416	rgb(222,138,138)	1.91	2,2
Zfp367	Osm	0.2076	46.42	0.421	rgb(222,137,138)	1.91	2,2
Zfp385a	Adamts6	-0.2076	46.42	-4.2E-01	rgb(127,162,233)	1.91	2,2
Zfp444	Acy3	0.2076	46.42	0.42	rgb(222,137,138)	1.91	2,2
Zfp692	Ly6k	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	2,2
Zfp777	Acin1	0.2076	46.42	0.423	rgb(222,136,137)	1.91	2,2
Zfp827	Tet3	0.2076	46.42	0.423	rgb(222,136,137)	1.91	2,2
Zhx3	Fam49b	-0.2076	46.42	-4.2E-01	rgb(125,161,233)	1.91	2,2
Zscan2	Stard10	0.2076	46.42	0.419	rgb(222,137,138)	1.91	2,2
Nr1h2	Ric8	0.2076	46.42	0.143	rgb(219,190,190)	1.91	2,2
Sp9	Cdk16	0.2076	46.42	0.143	rgb(219,190,190)	1.91	2,2
Zfp369	Zfp575	0.2076	46.42	0.143	rgb(219,190,190)	1.91	2,2
Cebpg	Chrm4	-0.2061	46.41	-4.1E-01	rgb(127,162,233)	1.9098	2,2
E2f1	Gm12942	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	2,2
Egr1	Rpa2	0.2061	46.41	0.411	rgb(222,138,139)	1.9098	None
Erg	Stmn4	0.2061	46.41	0.408	rgb(221,139,140)	1.9098	None
Foxb1	Mab21l2	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	2,2
Foxn2	Fap	0.2061	46.41	0.414	rgb(222,138,139)	1.9098	None
Hbp1	B4galt1	-0.2061	46.41	-4.1E-01	rgb(129,163,232)	1.9098	2,2
Hes1	Klf13	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	None
Hif3a	Fut7	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	2,2
Hoxd11	Atp1a3	-0.2061	46.41	-4.1E-01	rgb(129,163,232)	1.9098	2,2
Ikzf2	Dyx1c1	0.2061	46.41	0.406	rgb(221,140,140)	1.9098	2,2
Ikzf5	Cd101	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	2,2
Irf2	Klre1	-0.2061	46.41	-4.1E-01	rgb(127,162,233)	1.9098	None
Irf9	Eif4e3	0.2061	46.41	0.413	rgb(222,138,139)	1.9098	None
Klf5	Cst3	-0.2061	46.41	-4.1E-01	rgb(129,163,232)	1.9098	None
Lcor	Tnfsf10	0.2061	46.41	0.414	rgb(222,138,139)	1.9098	None
Maf	Matk	0.2061	46.41	0.413	rgb(222,138,139)	1.9098	2,2
Maff	Dnajc6	0.2061	46.41	0.411	rgb(222,139,139)	1.9098	None
Myb	Pdzk1ip1	0.2061	46.41	0.413	rgb(222,138,139)	1.9098	None
Nfatc4	Pxn	-0.2061	46.41	-4.1E-01	rgb(129,163,232)	1.9098	2,2
Nfil3	M6pr	0.2061	46.41	0.41	rgb(222,139,140)	1.9098	2,2
Nr2f6	Ddc	0.2061	46.41	0.41	rgb(222,139,139)	1.9098	None
Nr3c1	Slamf7	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	None
Nr4a1	Trim36	-0.2061	46.41	-4.1E-01	rgb(129,163,232)	1.9098	2,2
Ovol1	Wisp1	-0.2061	46.41	-4.1E-01	rgb(129,163,232)	1.9098	2,2
Pparg	Fli1	0.2061	46.41	0.412	rgb(222,138,139)	1.9098	None
Relb	Rasgef1b	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	2,2
Rreb1	Ifit3	0.2061	46.41	0.407	rgb(221,139,140)	1.9098	2,2
Rxra	Auts2	0.2061	46.41	0.409	rgb(222,139,140)	1.9098	None
Rxrb	Sms	0.2061	46.41	0.406	rgb(221,139,140)	1.9098	None
Zfp202	Padi2	0.2061	46.41	0.408	rgb(221,139,140)	1.9098	2,2
Zfp523	Tgoln1	-0.2061	46.41	-4.1E-01	rgb(127,162,233)	1.9098	2,2
Zscan10	Cdyl2	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	None
Atmin	B4galnt1	0.2061	46.41	0.41	rgb(222,139,139)	1.9098	2,2
Dot1l	Myo1a	0.2061	46.41	0.407	rgb(221,139,140)	1.9098	2,2
Grhl2	Adra2a	0.2061	46.41	0.413	rgb(222,138,139)	1.9098	2,2
Naif1	Loxl1	0.2061	46.41	0.41	rgb(222,139,140)	1.9098	2,2
Sgsm2	Socs1	-0.2061	46.41	-4.1E-01	rgb(127,162,233)	1.9098	2,2
Sgsm2	Vat1l	0.2061	46.41	0.414	rgb(222,138,139)	1.9098	2,2
Tigd2	Ppef1	0.2061	46.41	0.414	rgb(222,138,139)	1.9098	2,2
Trps1	Ctnnd1	0.2061	46.41	0.415	rgb(222,138,139)	1.9098	2,2
Tulp2	Arg2	0.2061	46.41	0.414	rgb(222,138,139)	1.9098	2,2
Zbtb17	Psme2	-0.2061	46.41	-4.1E-01	rgb(128,163,233)	1.9098	2,2
Zbtb46	Zfp651	0.2061	46.41	0.415	rgb(222,138,139)	1.9098	2,2
Zfp260	Ncdn	-0.2061	46.41	-4.1E-01	rgb(127,162,233)	1.9098	2,2
Zfp358	Pim1	0.2061	46.41	0.412	rgb(222,138,139)	1.9098	2,2
Zfp827	Gna14	0.2061	46.41	0.411	rgb(222,138,139)	1.9098	2,2
Zfp960	Mid2	0.2061	46.41	0.411	rgb(222,138,139)	1.9098	2,2
Mesp2	Ccr5	0.2061	46.41	0.143	rgb(219,190,190)	1.9098	2,2
Arid5a	Kcnip2	-0.2046	46.4	-4.0E-01	rgb(131,164,232)	1.9096	2,2
Bbx	Inpp5a	0.2046	46.4	0.404	rgb(221,140,141)	1.9096	2,2
Bcl11b	Gstm1	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	2,2
Esrra	2010109I03Rik	0.2046	46.4	0.396	rgb(221,141,142)	1.9096	2,2
Foxj1	Urb1	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	2,2
Gata2	Inpp4b	0.2046	46.4	0.404	rgb(221,140,141)	1.9096	None
Gata2	Isg20	0.2046	46.4	0.403	rgb(221,140,141)	1.9096	None
Glis1	Gata2	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	2,2
Glis2	Igfbp7	0.2046	46.4	0.396	rgb(221,141,142)	1.9096	None
Hsf1	Socs1	0.2046	46.4	0.397	rgb(221,141,142)	1.9096	None
Klf9	Gfod1	0.2046	46.4	0.398	rgb(221,141,142)	1.9096	None
Lhx5	Filip1l	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	None
Maf	Fhl4	0.2046	46.4	0.4	rgb(221,141,141)	1.9096	2,2
Mef2d	Hmcn1	0.2046	46.4	0.399	rgb(221,141,142)	1.9096	2,2
Mef2d	Rnh1	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	2,2
Myc	App	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	None
Nr4a1	Gpr152	0.2046	46.4	0.397	rgb(221,141,142)	1.9096	2,2
Otx1	Ces2d-ps	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	2,2
Rara	Gpr56	0.2046	46.4	0.401	rgb(221,140,141)	1.9096	2,2
Rfx1	Mapk7	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	None
Rfx1	Thnsl1	0.2046	46.4	0.403	rgb(221,140,141)	1.9096	None
Rreb1	Ecd	-0.2046	46.4	-4.0E-01	rgb(131,165,232)	1.9096	None
Sox21	Ccrl2	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	2,2
Sp140	Trpm1	-0.2046	46.4	-4.0E-01	rgb(131,165,232)	1.9096	2,2
Sp3	2310033P09Rik	-0.2046	46.4	-4.0E-01	rgb(130,164,232)	1.9096	None
Sp3	Dcxr	0.2046	46.4	0.399	rgb(221,141,142)	1.9096	None
Srebf1	Fam20b	0.2046	46.4	0.4	rgb(221,141,141)	1.9096	None
Srebf2	Sh2b2	-0.2046	46.4	-4.0E-01	rgb(131,165,232)	1.9096	2,2
Stat4	Abcb1a	-0.2046	46.4	-4.0E-01	rgb(131,164,232)	1.9096	2,2
Zfp148	Ly6c1	0.2046	46.4	0.401	rgb(221,140,141)	1.9096	2,2
Zfp182	Atf6	0.2046	46.4	0.398	rgb(221,141,142)	1.9096	None
Zfp664	Glt28d2	0.2046	46.4	0.395	rgb(221,141,142)	1.9096	2,2
Zkscan1	Vav2	0.2046	46.4	0.401	rgb(221,140,141)	1.9096	2,2
Zscan10	Lrp12	-0.2046	46.4	-4.0E-01	rgb(129,164,232)	1.9096	2,2
2810021J22Rik	Masp2	0.2046	46.4	0.403	rgb(221,140,141)	1.9096	2,2
Eea1	Batf	0.2046	46.4	0.396	rgb(221,141,142)	1.9096	2,2
Grhl2	Tro	0.2046	46.4	0.402	rgb(221,140,141)	1.9096	2,2
Kdm5b	Lhx6	-0.2046	46.4	-4.0E-01	rgb(129,164,232)	1.9096	2,2
Zbtb5	Zfp651	0.2046	46.4	0.402	rgb(221,140,141)	1.9096	2,2
Zeb2	Nfyb	0.2046	46.4	0.405	rgb(221,140,140)	1.9096	2,2
Zfp334	Slc6a11	0.2046	46.4	0.4	rgb(221,141,141)	1.9096	2,2
Zfp426	Csf1	0.2046	46.4	0.396	rgb(221,141,142)	1.9096	2,2
Zfp459	Bfsp2	0.2046	46.4	0.4	rgb(221,141,141)	1.9096	2,2
Zfp503	Pdgfrb	0.2046	46.4	0.398	rgb(221,141,142)	1.9096	2,2
Zfp595	Tmed3	-0.2046	46.4	-4.0E-01	rgb(129,164,232)	1.9096	2,2
Zfp629	Gjd3	0.2046	46.4	0.398	rgb(221,141,142)	1.9096	2,2
Zfp777	Acot13	-0.2046	46.4	-4.0E-01	rgb(129,164,232)	1.9096	2,2
Zfp933	Got1	-0.2046	46.4	-4.0E-01	rgb(131,165,232)	1.9096	2,2
Zhx2	Nsf	-0.2046	46.4	-4.0E-01	rgb(129,164,232)	1.9096	2,2
Klf10	Gnptab	0.2046	46.4	0.143	rgb(219,190,190)	1.9096	2,2
Klf11	Gnptab	0.2046	46.4	0.143	rgb(219,190,190)	1.9096	2,2
Clock	Litaf	0.2031	46.39	0.385	rgb(221,143,144)	1.9094	2,2
Crem	Klf11	0.2031	46.39	0.386	rgb(221,143,144)	1.9094	None
Etv1	C2cd3	-0.2031	46.39	-3.9E-01	rgb(132,166,232)	1.9094	None
Foxc1	Batf3	-0.2031	46.39	-3.9E-01	rgb(133,166,232)	1.9094	2,2
Foxf2	Fermt2	0.2031	46.39	0.389	rgb(221,143,143)	1.9094	2,2
Foxo3	Aff3	0.2031	46.39	0.394	rgb(221,142,143)	1.9094	None
Glis3	B3gnt2	-0.2031	46.39	-3.9E-01	rgb(133,166,232)	1.9094	2,2
Hes1	Acot13	-0.2031	46.39	-3.9E-01	rgb(132,165,232)	1.9094	2,2
Hhex	Zfp445	0.2031	46.39	0.391	rgb(221,142,143)	1.9094	2,2
Irf7	Wipf1	-0.2031	46.39	-3.9E-01	rgb(132,165,232)	1.9094	None
Isl2	2810459M11Rik	0.2031	46.39	0.385	rgb(221,143,144)	1.9094	2,2
Jund	Olfr525	0.2031	46.39	0.391	rgb(221,142,143)	1.9094	None
Klf12	Slc41a3	0.2031	46.39	0.387	rgb(221,143,144)	1.9094	None
Klf5	2310022B05Rik	0.2031	46.39	0.393	rgb(221,142,143)	1.9094	None
Lhx2	Smpdl3b	0.2031	46.39	0.393	rgb(221,142,143)	1.9094	2,2
Maff	Adm2	0.2031	46.39	0.394	rgb(221,142,143)	1.9094	2,2
Mafg	Pts	0.2031	46.39	0.388	rgb(221,143,144)	1.9094	2,2
Nfkb2	Gprin3	0.2031	46.39	0.395	rgb(221,142,142)	1.9094	2,2
Otx1	5430427O19Rik	0.2031	46.39	0.388	rgb(221,143,144)	1.9094	2,2
Otx1	Ckap4	-0.2031	46.39	-3.9E-01	rgb(132,166,232)	1.9094	2,2
Pou6f1	Crispld2	0.2031	46.39	0.386	rgb(221,143,144)	1.9094	2,2
Prdm1	Acvr1b	-0.2031	46.39	-3.9E-01	rgb(133,166,232)	1.9094	None
Relb	Prkab2	0.2031	46.39	0.392	rgb(221,142,143)	1.9094	2,2
Runx1	Ppip5k2	-0.2031	46.39	-3.9E-01	rgb(132,165,232)	1.9094	None
Runx2	Gstm1	0.2031	46.39	0.387	rgb(221,143,144)	1.9094	None
Six1	Gpm6b	0.2031	46.39	0.394	rgb(221,142,143)	1.9094	2,2
Six5	Abcb1b	0.2031	46.39	0.394	rgb(221,142,143)	1.9094	None
Sox13	Stap2	-0.2031	46.39	-3.9E-01	rgb(131,165,232)	1.9094	2,2
Srebf2	Usp35	0.2031	46.39	0.391	rgb(221,142,143)	1.9094	2,2
Stat4	Gm5483	0.2031	46.39	0.386	rgb(221,143,144)	1.9094	2,2
Aebp1	Cisd3	-0.2031	46.39	-3.9E-01	rgb(133,166,232)	1.9094	2,2
Aebp2	Sox4	-0.2031	46.39	-3.9E-01	rgb(133,166,232)	1.9094	2,2
Ankzf1	Fzd7	0.2031	46.39	0.385	rgb(221,143,144)	1.9094	2,2
Atmin	H2-Aa	0.2031	46.39	0.388	rgb(221,143,144)	1.9094	2,2
Dpf1	Gja3	0.2031	46.39	0.386	rgb(221,143,144)	1.9094	2,2
Eea1	Cxcr4	-0.2031	46.39	-3.9E-01	rgb(131,165,232)	1.9094	2,2
Foxp2	Gcnt1	0.2031	46.39	0.39	rgb(221,142,143)	1.9094	2,2
Hmgb3	Fn1	0.2031	46.39	0.387	rgb(221,143,144)	1.9094	2,2
Kdm5b	Insrr	0.2031	46.39	0.386	rgb(221,143,144)	1.9094	2,2
L3mbtl3	Ocln	0.2031	46.39	0.386	rgb(221,143,144)	1.9094	2,2
Lyl1	Adcy4	0.2031	46.39	0.385	rgb(221,143,144)	1.9094	2,2
Lyl1	Rcn3	0.2031	46.39	0.393	rgb(221,142,143)	1.9094	2,2
Ncoa3	Il4ra	0.2031	46.39	0.39	rgb(221,142,143)	1.9094	2,2
Rag1	Vwa5b2	0.2031	46.39	0.39	rgb(221,143,143)	1.9094	2,2
Skil	Tgfbr1	0.2031	46.39	0.393	rgb(221,142,143)	1.9094	2,2
Zfp146	Hbs1l	0.2031	46.39	0.391	rgb(221,142,143)	1.9094	2,2
Zfp296	Klrk1	0.2031	46.39	0.39	rgb(221,142,143)	1.9094	2,2
Zfp536	Ckap4	0.2031	46.39	0.389	rgb(221,143,144)	1.9094	2,2
Zfp60	Prdm8	-0.2031	46.39	-3.9E-01	rgb(133,166,232)	1.9094	2,2
Zfp608	Atp8b4	0.2031	46.39	0.385	rgb(221,143,144)	1.9094	2,2
Zfp608	Ptk2	0.2031	46.39	0.387	rgb(221,143,144)	1.9094	2,2
Zfp831	Tubb6	-0.2031	46.39	-3.9E-01	rgb(132,165,232)	1.9094	2,2
Ar	Lilrb4	0.20159	46.38	0.378	rgb(221,145,146)	1.9092	2,2
Atf3	Mtmr7	0.20159	46.38	0.376	rgb(221,145,146)	1.9092	None
Egr4	Slc38a1	0.20159	46.38	0.382	rgb(221,144,145)	1.9092	None
Fli1	Fhit	0.20159	46.38	0.375	rgb(221,145,146)	1.9092	None
Foxo3	Ggta1	0.20159	46.38	0.383	rgb(221,144,145)	1.9092	2,2
Foxq1	Cln6	-0.20159	46.38	-3.8E-01	rgb(134,167,232)	1.9092	2,2
Hsf2	Sh2d4a	0.20159	46.38	0.382	rgb(221,144,145)	1.9092	2,2
Irf7	Mbp	-0.20159	46.38	-3.8E-01	rgb(134,166,232)	1.9092	None
Jun	Serpinb6c	0.20159	46.38	0.384	rgb(221,144,144)	1.9092	2,2
Klf5	Sms	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	None
Lhx2	Ston1	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	2,2
Mafg	Nt5dc1	0.20159	46.38	0.384	rgb(221,144,144)	1.9092	None
Npas2	Narf	-0.20159	46.38	-3.8E-01	rgb(134,167,232)	1.9092	2,2
Npas4	Apobec1	-0.20159	46.38	-3.8E-01	rgb(134,167,231)	1.9092	2,2
Npas4	Cdk5r1	-0.20159	46.38	-3.8E-01	rgb(133,166,232)	1.9092	2,2
Nr1d1	Paqr8	0.20159	46.38	0.376	rgb(221,145,146)	1.9092	2,2
Nr2f6	Hist3h2a	0.20159	46.38	0.384	rgb(221,144,144)	1.9092	2,2
Nr3c1	Cdkl3	0.20159	46.38	0.382	rgb(221,144,145)	1.9092	None
Otx1	Btk	0.20159	46.38	0.377	rgb(221,145,146)	1.9092	None
Patz1	Sdc3	0.20159	46.38	0.381	rgb(221,144,145)	1.9092	2,2
Pou6f1	Arntl2	0.20159	46.38	0.377	rgb(221,145,146)	1.9092	2,2
Prdm16	Mak	-0.20159	46.38	-3.8E-01	rgb(134,166,232)	1.9092	2,2
Rara	Fermt1	0.20159	46.38	0.383	rgb(221,144,145)	1.9092	2,2
Rarg	B430306N03Rik	0.20159	46.38	0.38	rgb(221,144,145)	1.9092	2,2
Rfx7	B4galt1	-0.20159	46.38	-3.8E-01	rgb(134,167,232)	1.9092	2,2
Rora	Abcb1b	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	2,2
Sp4	Cd274	-0.20159	46.38	-3.8E-01	rgb(134,166,232)	1.9092	None
Srebf2	Tbc1d30	0.20159	46.38	0.383	rgb(221,144,145)	1.9092	2,2
Stat5b	Socs1	0.20159	46.38	0.379	rgb(221,145,145)	1.9092	2,2
Tbx21	Thap2	-0.20159	46.38	-3.8E-01	rgb(134,167,232)	1.9092	None
Vax2	Plxnc1	0.20159	46.38	0.385	rgb(221,144,144)	1.9092	2,2
Zfhx3	Asap1	0.20159	46.38	0.383	rgb(221,144,145)	1.9092	2,2
Zfp148	Acsl5	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	None
Zfp182	Ncf1	-0.20159	46.38	-3.8E-01	rgb(134,167,232)	1.9092	2,2
Zfp524	Aldh1l2	-0.20159	46.38	-3.8E-01	rgb(134,166,232)	1.9092	2,2
Atmin	Reep6	0.20159	46.38	0.376	rgb(221,145,146)	1.9092	2,2
Brf2	Eci1	0.20159	46.38	0.385	rgb(221,144,144)	1.9092	2,2
Kdm5b	Myof	-0.20159	46.38	-3.8E-01	rgb(136,167,231)	1.9092	2,2
L3mbtl3	Adamts6	0.20159	46.38	0.378	rgb(221,145,146)	1.9092	2,2
Snapc2	Dcp2	-0.20159	46.38	-3.8E-01	rgb(134,167,232)	1.9092	2,2
St18	Ttn	0.20159	46.38	0.381	rgb(221,144,145)	1.9092	2,2
Tshz2	Dgki	0.20159	46.38	0.385	rgb(221,144,144)	1.9092	2,2
Zbtb17	Edem1	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	2,2
Zfp146	Batf3	-0.20159	46.38	-3.8E-01	rgb(134,166,232)	1.9092	2,2
Zfp277	Plekho2	-0.20159	46.38	-3.8E-01	rgb(133,166,232)	1.9092	2,2
Zfp365	Bloc1s2	0.20159	46.38	0.38	rgb(221,144,145)	1.9092	2,2
Zfp395	Lamc2	-0.20159	46.38	-3.8E-01	rgb(134,167,231)	1.9092	2,2
Zfp516	Fam114a2	0.20159	46.38	0.385	rgb(221,143,144)	1.9092	2,2
Zfp526	Nlrc3	0.20159	46.38	0.38	rgb(221,144,145)	1.9092	2,2
Zfp558	Dbt	0.20159	46.38	0.381	rgb(221,144,145)	1.9092	2,2
Zfp608	Napb	0.20159	46.38	0.379	rgb(221,145,145)	1.9092	2,2
Zfp90	Neurl1b	0.20159	46.38	0.38	rgb(221,144,145)	1.9092	2,2
Zfp91	Ascc1	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	2,2
Zfp91	Clybl	-0.20159	46.38	-3.8E-01	rgb(135,167,231)	1.9092	2,2
Zhx3	Ski	0.20159	46.38	0.378	rgb(221,145,146)	1.9092	2,2
Klf10	Ncam1	0.20159	46.38	0.143	rgb(219,190,190)	1.9092	2,2
Klf11	Ncam1	0.20159	46.38	0.143	rgb(219,190,190)	1.9092	2,2
Ar	Gp49a	0.20009	46.37	0.365	rgb(221,147,148)	1.909	2,2
Arid3a	Pparg	0.20009	46.37	0.372	rgb(221,146,147)	1.909	2,2
Deaf1	Uaca	-0.20009	46.37	-3.7E-01	rgb(138,169,231)	1.909	2,2
Egr1	Jazf1	0.20009	46.37	0.365	rgb(221,147,148)	1.909	None
Elk4	Fbxo4	-0.20009	46.37	-3.7E-01	rgb(137,168,231)	1.909	None
Foxo3	Atp10d	0.20009	46.37	0.37	rgb(221,146,147)	1.909	None
Gata2	L3mbtl3	0.20009	46.37	0.371	rgb(221,146,147)	1.909	None
Gata3	Cacna1s	-0.20009	46.37	-3.7E-01	rgb(137,169,231)	1.909	2,2
Glis3	Smad6	0.20009	46.37	0.369	rgb(221,147,147)	1.909	2,2
Hes5	Asnsd1	0.20009	46.37	0.371	rgb(221,146,147)	1.909	2,2
Hif3a	Rapgef3	0.20009	46.37	0.373	rgb(221,146,147)	1.909	2,2
Hlx	Psd3	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	2,2
Irf4	B3gnt2	0.20009	46.37	0.374	rgb(221,146,146)	1.909	None
Irf7	Foxf2	0.20009	46.37	0.373	rgb(221,146,147)	1.909	2,2
Irf7	Ripk1	0.20009	46.37	0.371	rgb(221,146,147)	1.909	None
Lhx2	Ubash3b	-0.20009	46.37	-3.7E-01	rgb(137,168,231)	1.909	2,2
Mga	Cacnb3	0.20009	46.37	0.374	rgb(221,146,146)	1.909	2,2
Msc	Lingo3	-0.20009	46.37	-3.7E-01	rgb(137,168,231)	1.909	2,2
Mybl1	Jazf1	0.20009	46.37	0.366	rgb(221,147,148)	1.909	2,2
Nfat5	Acy3	0.20009	46.37	0.366	rgb(221,147,148)	1.909	2,2
Nfia	Akap2	0.20009	46.37	0.373	rgb(221,146,147)	1.909	2,2
Nfia	Lhx5	0.20009	46.37	0.367	rgb(221,147,148)	1.909	2,2
Nr4a1	Fam178b	0.20009	46.37	0.372	rgb(221,146,147)	1.909	2,2
Osr2	Hdc	-0.20009	46.37	-3.7E-01	rgb(137,169,231)	1.909	2,2
Otx1	Fbxo21	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	2,2
Otx1	Rps6ka4	-0.20009	46.37	-3.7E-01	rgb(137,168,231)	1.909	2,2
Ppard	Cxcl2	0.20009	46.37	0.368	rgb(221,147,147)	1.909	2,2
Pparg	Pdcd1	0.20009	46.37	0.373	rgb(221,146,147)	1.909	None
Prrx1	Fam89a	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	2,2
Rara	5730508B09Rik	0.20009	46.37	0.368	rgb(221,147,148)	1.909	None
Rara	Ubash3b	0.20009	46.37	0.365	rgb(221,147,148)	1.909	2,2
Rbpj	S100a1	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	2,2
Rel	Fas	0.20009	46.37	0.37	rgb(221,146,147)	1.909	2,2
Rfx2	Ccdc57	0.20009	46.37	0.366	rgb(221,147,148)	1.909	None
Rxrb	Lrrfip1	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	None
Smad4	Usp22	0.20009	46.37	0.368	rgb(221,147,148)	1.909	2,2
Snai3	Nid1	-0.20009	46.37	-3.7E-01	rgb(138,169,231)	1.909	2,2
Snai3	Upb1	0.20009	46.37	0.373	rgb(221,146,147)	1.909	None
Spib	Nsf	-0.20009	46.37	-3.7E-01	rgb(138,169,231)	1.909	2,2
Spib	Spats2	-0.20009	46.37	-3.7E-01	rgb(137,168,231)	1.909	2,2
Stat2	Stra6	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	2,2
Stat4	Gatsl2	0.20009	46.37	0.366	rgb(221,147,148)	1.909	2,2
Zfp105	Akna	-0.20009	46.37	-3.7E-01	rgb(136,168,231)	1.909	None
